resturant,address,rate,rate_count,food,avg_price_for_two,rate_ratio,sector,fod,continental,italian,chicken,desserts,north indian,asian,japanese,fast food,sandwich,bbq,south indian,street food,bakery,cafe,seafood,european,pizza,burger,chinese,ice cream,wraps,biryani,momos,mexican,american,rajasthani,image
WOW! Momo,"Sector 69, Gurgaon",3.7,44.0,"momos,fast food,tibetan,sichuan,beverages",400.0,12.759310326189263,Sector 69,"momos,fast food,momos,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
Punjab Junction,"Sector 7, Gurgaon",3.9,1057.0,"north indian,mughlai,chinese,fast food,beverages,biryani,rolls",450.0,64.20513998115727,Sector 7,"north indian,chicken,chinese,fast food,cafe,biryani,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
SardarJi Malai Chaap Wale,"Sector 90, Gurgaon",4.1,159.0,"north indian,rolls,desserts,beverages",1000.0,25.5323324433942,Sector 90,"north indian,wraps,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/20756278/7c8f86372e9f97174867134e8677c898_featured_v2.jpg
Asia Kitchen By Mainland China,"Ambience Mall, DLF Phase 3, Gurgaon",4.4,505.0,"asian,chinese,sushi,thai,seafood,desserts,beverages",1500.0,47.138094997570704,DLF Phase Phase,"asian,chinese,japanese,asian,seafood,desserts,cafe",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Tuckinn Fresh Beer Cafe,"Sohna Road, Gurgaon",4.4,728.0,"chinese,salad,north indian,continental,seafood,asian,mughlai,pizza",2000.0,56.59681969863678,Sohna Road,"chinese,north indian,continental,seafood,asian,chicken,pizza",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/8913/b7a1234a2f0b2171c164ff3cd3f65346_featured_v2.jpg
TFR Villa 29,"Sector 29, Gurgaon",4.3,38.0,"north indian,mughlai,chinese,seafood,salad,fast food,beverages",1400.0,12.782800945019837,Sector 29,"north indian,chicken,chinese,seafood,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
L’ Waffle Dé Paris,"Sector 50, Gurgaon",3.9,28.0,"desserts,waffle,ice cream,shake,beverages",450.0,10.449880382090504,Sector 50,"desserts,bakery,ice cream,cafe,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Dubai Kebab House,"Golf Course Extension, Gurgaon",4.1,226.0,"mughlai,chinese,north indian,biryani",800.0,30.440105124654217,Golf Course Extension,"chicken,chinese,north indian,biryani",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Parat,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",3.9,15.0,"north indian,biryani,awadhi,mughlai,kebab,desserts",1700.0,7.648529270389178,Sushant Shopping Arcade,"north indian,biryani,chicken,chicken,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Dakshin Aahaar Bhawan,"South City 2, Gurgaon",4.2,19.0,"south indian,beverages",400.0,8.933084573650918,South City 2,"south indian,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Shri Ram Dhaba,"Sohna Road, Gurgaon",3.8,896.0,"north indian,chinese,fast food",500.0,58.3506640921935,Sohna Road,"north indian,chinese,fast food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
The Punjabi Grill,"Palam Vihar, Gurgaon",3.6,10.0,"north indian,chinese,rolls,burger,sandwich,biryani,pizza,street food",1200.0,6.0,Palam Vihar,"north indian,chinese,wraps,burger,sandwich,biryani,pizza,street food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Curry Lounge,"Baani Square, Sector 50, Gurgaon",4.1,62.0,"north indian,mughlai,biryani,beverages,kebab,rolls",1400.0,15.943650773897426,Sector 50,"north indian,chicken,biryani,cafe,chicken,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19357095/dab7df70e2f4a57a8efa61d9cd0b0bc3_featured_v2.jpg
Aminia,"DLF Phase 4, Gurgaon",3.8,6.0,"north indian,mughlai,biryani,rolls",600.0,4.774934554525329,DLF Phase Phase,"north indian,chicken,biryani,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18416827/66e679827c23ac5253cb39e3a0f04ad8_featured_v2.jpg
Tossin Pizza,"Sector 56, Gurgaon",4.2,538.0,"pizza,desserts,shake,beverages",400.0,47.53525007823141,Sector 56,"pizza,desserts,cafe,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
Uncle John's Pizza,"Sector 23, Gurgaon",4.0,108.0,"pizza,chinese,salad,shake,beverages",800.0,20.784609690826528,Sector 23,"pizza,chinese,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Rajasthali,Sector 25,3.2,842.0,rajasthani,1000.0,51.90761023202667,Sector 25,rajasthani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Costa Coffee,"DLF Galleria, DLF Phase 4, Gurgaon",4.0,68.0,"cafe,coffee,beverages,sandwich,fast food",600.0,16.492422502470642,DLF Phase Phase,"cafe,cafe,cafe,sandwich,fast food",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Where Else,"Sector 59, Gurgaon",3.5,53.0,"north indian,burger,italian,beverages",1400.0,13.619838471876236,Sector 59,"north indian,burger,italian,cafe",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Spiceit Restaurant - Hotel IBIS,"IBIS Hotel, Golf Course Road, Gurgaon",4.0,289.0,"asian,continental,north indian,fast food,desserts,beverages",1700.0,34.0,Golf Course Road,"asian,continental,north indian,fast food,desserts,cafe",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Makaba Kitchen,"Gwal Pahari, Gurgaon",3.8,12.0,"chinese,north indian",600.0,6.752777206453652,Gwal Pahari,"chinese,north indian",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/310737/4dcc40c75d138f7437ce0513517bdfad_featured_v2.jpg
Aromas Cafe,"Sector 45, Gurgaon",3.6,10.0,"beverages,coffee,desserts",200.0,6.0,Sector 45,"cafe,cafe,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/308022/8252b7166113ca06dcdd3ec69764375e_featured_v2.jpg
Desi Chinese Food,"Sector 90, Gurgaon",3.8,37.0,"chinese,momos,north indian,healthy food,seafood,fast food",500.0,11.85748708622531,Sector 90,"chinese,momos,north indian,seafood,fast food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Don’t Worry Eat Curry,"Sector 12, Gurgaon",3.8,10.0,north indian,400.0,6.164414002968976,Sector 12,north indian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18416827/66e679827c23ac5253cb39e3a0f04ad8_featured_v2.jpg
Starving Panda Bistro,"Sector 45, Gurgaon",4.0,18.0,"salad,north indian",1800.0,8.48528137423857,Sector 45,north indian,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Bonjoe Coffee,"Sushant Lok, Gurgaon",3.9,9.0,coffee,300.0,5.92452529743945,Sushant Lok,cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/20504225/f3736730661e7787a7a4f5c771fc06b9_featured_v2.jpg
Oriental Fusion,"Supermart 1, DLF Phase 4, Gurgaon",4.1,1046.0,"chinese,asian,thai,momos,salad,oriental,seafood",1100.0,65.48740336889225,DLF Phase Phase,"chinese,asian,asian,momos,asian,seafood",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
The Gully Cafe,"Sector 29, Gurgaon",3.7,84.0,"north indian,chinese,fast food,salad,pasta,beverages",1200.0,17.62952069683121,Sector 29,"north indian,chinese,fast food,italian,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19654139/5380755862a490e9da21c185b7aa18a6_featured_v2.jpg
Curry Station,"Sector 12, Gurgaon",3.6,10.0,"chinese,north indian,mughlai",500.0,6.0,Sector 12,"chinese,north indian,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19677039/430943131ed2fede219e39de5455e8c7_featured_v2.jpg
Kaynat Special Biryani,"Sector 12, Gurgaon",3.6,13.0,"biryani,north indian",400.0,6.841052550594828,Sector 12,"biryani,north indian",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Chicago Pizza,"DLF Phase 3, Gurgaon",3.6,11.0,"pizza,pasta,fast food",500.0,6.29285308902091,DLF Phase Phase,"pizza,italian,fast food",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Gourmet Broma,"South City 2, Gurgaon",3.9,8.0,"continental,pizza,sandwich,desserts,mediterranean,pasta,beverages",650.0,5.585696017507576,South City 2,"continental,pizza,sandwich,desserts,european,italian,cafe",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
Naivedyam,"Sohna Road, Gurgaon",4.0,1069.0,"south indian,desserts",800.0,65.39113089708727,Sohna Road,"south indian,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Indian Grill Room,"Suncity Business Tower, Golf Course Road, Gurgaon",4.5,3670.0,"bbq,north indian,chinese,desserts,beverages",2200.0,128.51069994362337,Golf Course Road,"bbq,north indian,chinese,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Royal North Tadka,"Sector 83, Gurgaon",3.9,72.0,"north indian,south indian,beverages",800.0,16.75708805252273,Sector 83,"north indian,south indian,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19043958/7f7e676f632cc1a84ae27eea1cd81efa_featured_v2.jpg
Shousi Wu,"Baani Square, Sector 50, Gurgaon",4.1,159.0,"sushi,japanese,sichuan,beverages,desserts",400.0,25.5323324433942,Sector 50,"japanese,japanese,cafe,desserts",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Cilantro - Trident Gurgaon,"Trident, Udyog Vihar, Gurgaon",4.6,382.0,"north indian,italian,asian,healthy food",5500.0,41.91896945298154,Trident,"north indian,italian,asian",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Dancing Wok,"Cross Point Mall, DLF Phase 4, Gurgaon",4.2,21.0,"chinese,asian,oriental",700.0,9.391485505499118,DLF Phase Phase,"chinese,asian,asian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20379233/2caa611ccd062b92249af2f32a4dea65_featured_v2.jpg
Fluffy Giraffe Bakery,"Sector 83, Gurgaon",3.6,9.0,"bakery,desserts",200.0,5.692099788303083,Sector 83,"bakery,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Awwsome Food,"Sector 7, Gurgaon",3.7,21.0,"north indian,pizza,momos,chinese,rolls,street food,burger,sandwich",450.0,8.814760348415605,Sector 7,"north indian,pizza,momos,chinese,wraps,street food,burger,sandwich",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Krispy Kreme,"Ambience Mall, DLF Phase 3, Gurgaon",3.4,110.0,"desserts,beverages,shake",300.0,19.33907960581372,DLF Phase Phase,"desserts,cafe,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Chai Point,"Sector 56, Gurgaon",3.7,107.0,"tea,coffee,beverages,shake,fast food,rolls,desserts",400.0,19.89723598895083,Sector 56,"cafe,cafe,cafe,cafe,fast food,wraps,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Knite Ryder,"DLF Cyber City, Gurgaon",3.9,468.0,"north indian,continental,chinese,bar food",1400.0,42.72235948540296,DLF Phase Phase,"north indian,continental,chinese",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/20504225/f3736730661e7787a7a4f5c771fc06b9_featured_v2.jpg
The Beer Cafe,"Cyber Hub, DLF Cyber City, Gurgaon",4.0,1373.0,"north indian,chinese,pasta,pizza,fast food,beverages",1800.0,74.10802925459562,DLF Phase Phase,"north indian,chinese,italian,pizza,fast food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Scott Bakers,"Supermart 1, DLF Phase 4, Gurgaon",3.8,24.0,"bakery,desserts",600.0,9.549869109050658,DLF Phase Phase,"bakery,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
South Indies,"MG Road, Gurgaon",3.9,14.0,"south indian,seafood,biryani",1000.0,7.389181280764467,MG Road,"south indian,seafood,biryani",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Suchali's Artisan Bakehouse,"Sector 53, Gurgaon",3.4,20.0,"bakery,beverages,american,pizza,sandwich",700.0,8.246211251235321,Sector 53,"bakery,cafe,american,pizza,sandwich",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
Dana Choga,"Nirvana Courtyard, Sector 50, Gurgaon",4.2,2190.0,"north indian,mughlai,kebab,chinese,asian,desserts",1000.0,95.90620417887467,Sector 50,"north indian,chicken,chicken,chinese,asian,desserts",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20698823/7f51b6a023d77e9105677702586eb1a5_featured_v2.jpg
The OG's,"Old Railway Road, Gurgaon",3.4,4.0,"cafe,coffee,north indian,mexican,italian,desserts,shake,beverages",1350.0,3.687817782917155,Old Railway Road,"cafe,cafe,north indian,mexican,italian,desserts,cafe,cafe",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Starbucks Coffee,Sector 15,3.8,64.0,"cafe,fast food,bakery,desserts,beverages",900.0,15.59487095169434,Sector 15,"cafe,fast food,bakery,desserts,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Uphaar Sweets And Banquets,"Palam Vihar, Gurgaon",3.9,7.0,"south indian,north indian,chinese,fast food,street food,desserts,shake,beverages",500.0,5.224940191045253,Palam Vihar,"south indian,north indian,chinese,fast food,street food,desserts,cafe,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/19294456/196238365e3c385e75ef3585e9542b95_featured_v2.jpg
Not Just Paranthas,"Cyber Hub, DLF Cyber City, Gurgaon",3.6,2274.0,"north indian,biryani,mughlai,street food,fast food,continental,desserts,beverages",1300.0,90.47872678149268,DLF Phase Phase,"north indian,biryani,chicken,street food,fast food,continental,desserts,cafe",1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Madison & Pike,"Cross Point Mall, DLF Phase 4, Gurgaon",3.6,13.0,"cafe,beverages,pizza,italian,fast food,mexican,american,desserts",1400.0,6.841052550594828,DLF Phase Phase,"cafe,cafe,pizza,italian,fast food,mexican,american,desserts",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpg
Koko Pizzeria,"Eros City Square Mall, Sector 49, Gurgaon",3.9,66.0,"desserts,coffee,beverages",500.0,16.043690348545123,Sector 49,"desserts,cafe,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
