resturant,address,rate,rate_count,food,avg_price_for_two,rate_ratio,sector,fod,continental,italian,chicken,desserts,north indian,asian,japanese,fast food,sandwich,bbq,south indian,street food,bakery,cafe,seafood,european,pizza,burger,chinese,ice cream,wraps,biryani,momos,mexican,american,rajasthani,image
Dost Haus Cafe & Coffee,"Sector 43, Gurgaon",4.0,26.0,"cafe,desserts,fast food",600.0,10.198039027185567,Sector 43,"cafe,desserts,fast food",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Piccolo & Me,"Golf Course Road, Gurgaon",3.4,7.0,"fast food,pizza,beverages,momos",600.0,4.878524367060187,Golf Course Road,"fast food,pizza,cafe,momos",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/19654139/5380755862a490e9da21c185b7aa18a6_featured_v2.jpg
Yummy Bites,"Sector 66, Gurgaon",3.9,4.0,"biryani,fast food,burger,rolls",250.0,3.9496835316263,Sector 66,"biryani,fast food,burger,wraps",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18863320/f2708e09ed0f1105a2fad1954b368b5e_featured_v2.jpg
Taste Of Odisha,"Sector 22, Gurgaon",3.9,4.0,"north indian,mughlai,seafood,rolls,chinese,street food,beverages",600.0,3.9496835316263,Sector 22,"north indian,chicken,seafood,wraps,chinese,street food,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20379233/2caa611ccd062b92249af2f32a4dea65_featured_v2.jpg
Sandburgs,"Sector 66, Gurgaon",3.9,5.0,"burger,fast food,shake,beverages",500.0,4.415880433163924,Sector 66,"burger,fast food,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Mad Over Chicken,"South City 2, Gurgaon",3.9,4.0,"fast food,burger,shake,beverages",300.0,3.9496835316263,South City 2,"fast food,burger,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Chaapino'z Food,"Sector 14, Gurgaon",3.9,7.0,"north indian,fast food,rolls",500.0,5.224940191045253,Sector 14,"north indian,fast food,wraps",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Goli Vada Pav No. 1,"Sector 15, Gurgaon",3.0,41.0,fast food,200.0,11.090536506409418,Sector 15,fast food,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Barista Diner,"Airia Mall, Sector 68, Gurgaon",3.9,38.0,"cafe,continental,pizza",1200.0,12.17374223482656,Sector 68,"cafe,continental,pizza",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Master Koii's,"Sushant Lok, Gurgaon",4.6,996.0,"asian,chinese,thai,korean,oriental",2500.0,67.68751731301717,Sushant Lok,"asian,chinese,asian,asian,asian",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20698823/7f51b6a023d77e9105677702586eb1a5_featured_v2.jpg
Chevron,"Gwal Pahari, Gurgaon",4.2,243.0,"continental,european,asian,desserts",3500.0,31.946830828737927,Gwal Pahari,"continental,continental,asian,desserts",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Zambar Tiffins,"Ambience Mall, DLF Phase 3, Gurgaon",3.4,59.0,south indian,450.0,14.163332941084173,DLF Phase Phase,south indian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/20504225/f3736730661e7787a7a4f5c771fc06b9_featured_v2.jpg
Pizza Montreal,"Baani Square, Sector 50, Gurgaon",4.1,22.0,"pizza,pasta,fast food,italian,salad",500.0,9.497368056467012,Sector 50,"pizza,italian,fast food,italian",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/2/20205372/55f5d87a7221eaf3798153d101a0b3d6_featured_v2.jpg
Abar Khabo," Qutab Plaza Market, DLF Phase 1 , Gurgaon",4.0,355.0,"seafood,north indian,rolls,chinese,desserts",1000.0,37.68288736283355,DLF Phase Phase,"seafood,north indian,wraps,chinese,desserts",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
AK Super Chaat,"MG Road, Gurgaon",3.6,9.0,"chinese,fast food,street food",250.0,5.692099788303083,MG Road,"chinese,fast food,street food",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Auntie Fung's - Asian Street Food,"DLF Galleria, DLF Phase 4, Gurgaon",4.2,743.0,"asian,chinese,thai,japanese,momos",500.0,55.86233077844139,DLF Phase Phase,"asian,chinese,asian,japanese,momos",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20605913/2a6c9057260b2ef2a974a6d8e06d3ff5_featured_v2.jpg
Cake Spot,"Sector 49, Gurgaon",3.4,12.0,"bakery,desserts",500.0,6.387487769068525,Sector 49,"bakery,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/5046/a762f0249216e797a52375c872c03da2_featured_v2.jpg
Subway,Sector 25,3.1,160.0,"healthy food,sandwich,fast food,wraps,salad,beverages",400.0,22.27105745132009,Sector 25,"sandwich,fast food,wraps,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Sardar-Ji-Bakhsh Coffee,"Golf Course Road, Gurgaon",3.8,25.0,"cafe,coffee,pizza,continental,beverages,wraps,salad",950.0,9.746794344808963,Golf Course Road,"cafe,cafe,pizza,continental,cafe,wraps",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/19437117/a2bb100778a60857f07887c6a778331e_featured_v2.jpg
Moti Mahal Delux,"The Sapphire Mall, Sector 49, Gurgaon",4.0,389.0,"north indian,mughlai,biryani",1100.0,39.44616584663204,Sector 49,"north indian,chicken,biryani",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
Maison Maiya - Grand Hyatt,"Sector 56, Gurgaon",4.0,17.0,"north indian,sushi",3500.0,8.246211251235321,Sector 56,"north indian,japanese",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Petu Nawab,"Sector 83, Gurgaon",3.1,36.0,"north indian,mughlai",450.0,10.564090116995406,Sector 83,"north indian,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Nutrition Theka,"DLF Phase 3, Gurgaon",3.2,48.0,"sandwich,salad,wraps,healthy food,shake",500.0,12.393546707863734,DLF Phase Phase,"sandwich,wraps,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Egg Mistry & Kebab'd,"Sector 23, Gurgaon",3.9,8.0,"rolls,kebab,north indian,street food",350.0,5.585696017507576,Sector 23,"wraps,chicken,north indian,street food",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Bawa's,"Sector 40, Gurgaon",4.0,18.0,"north indian,mughlai,kebab,biryani,seafood",1000.0,8.48528137423857,Sector 40,"north indian,chicken,chicken,biryani,seafood",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
La Pino'z Pizza,"Sector 22, Gurgaon",3.1,4.0,"pizza,pasta,fast food",500.0,3.521363372331802,Sector 22,"pizza,italian,fast food",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/20522803/ca6af8652dc665a98c18c21fce87f583_featured_v2.jpg
Chungdam Premium Korean Restaurant,"Global Foyer Mall, Golf Course Road, Gurgaon",3.9,8.0,"korean,sushi,japanese",1800.0,5.585696017507576,Golf Course Road,"asian,japanese,japanese",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
Om Ji Baithak,"Sector 69, Gurgaon",3.4,4.0,"north indian,chinese,biryani,momos",450.0,3.687817782917155,Sector 69,"north indian,chinese,biryani,momos",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/3/19539403/7120a7dd8f007e378c436463af5061f6_featured_v2.jpg
Hong's Kitchen - Hearty! Tasty! Chinese!,"Sector 31, Gurgaon",3.9,67.0,"chinese,momos,beverages",500.0,16.16477652180815,Sector 31,"chinese,momos,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18896450/95daba7faed7cdb54376525998c034a8_featured_v2.jpg
Hong's Kitchen - Hearty! Tasty! Chinese!,"Sector 22, Gurgaon",4.0,74.0,"chinese,momos,beverages",500.0,17.204650534085253,Sector 22,"chinese,momos,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/20681617/9be2e883ea95549a66edcb4a3d677f5a_featured_v2.jpg
DJ's Pizza & Pasta,"South City 2, Gurgaon",4.7,243.0,"pizza,pasta,italian",900.0,33.79497003993346,South City 2,"pizza,italian,italian",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
Ambarsari Chowk,"Sector 50, Gurgaon",3.6,585.0,"north indian,mughlai,chinese,kebab",1700.0,45.89117562233506,Sector 50,"north indian,chicken,chinese,chicken",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
China Bowl,"Sector 15, Gurgaon",4.3,70.0,"chinese,thai,asian,momos",450.0,17.349351572897472,Sector 15,"chinese,asian,asian,momos",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/18896450/95daba7faed7cdb54376525998c034a8_featured_v2.jpg
HayDay Cafe,"DLF Phase 1, Gurgaon",4.0,36.0,"north indian,fast food,chinese,street food,pizza,pasta",1200.0,12.0,DLF Phase Phase,"north indian,fast food,chinese,street food,pizza,italian",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Big Wong,"Baani Square, Sector 50, Gurgaon",4.1,1752.0,"chinese,sushi,thai,asian,rolls,momos,seafood",1400.0,84.75376097849582,Sector 50,"chinese,japanese,asian,asian,wraps,momos,seafood",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/20756278/7c8f86372e9f97174867134e8677c898_featured_v2.jpg
Parisian,"DLF Galleria, DLF Phase 4, Gurgaon",4.3,87.0,"bakery,desserts",400.0,19.341664871463365,DLF Phase Phase,"bakery,desserts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/18291198/61400b1cd420a594db38a5f3c3bf9813_featured_v2.jpg
The Joint Cafe,"DLF Galleria, DLF Phase 4, Gurgaon",4.2,1477.0,"continental,burger,chinese,salad,italian,beverages,desserts",1700.0,78.76166580259715,DLF Phase Phase,"continental,burger,chinese,italian,cafe,desserts",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/19701744/e88fa82ca2bb00da8ba6740c95bf182f_featured_v2.jpg
Moon Dust Cafe,"Sector 60, Gurgaon",4.0,30.0,"beverages,asian,italian,north indian,thai,desserts,american",1400.0,10.954451150103322,Sector 60,"cafe,asian,italian,north indian,asian,desserts,american",0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,https://b.zmtcdn.com/data/pictures/8/19046158/eac9378e3b7b4ea4edf10d0bf4fd7e80_featured_v2.jpg
Punjabi By Nature,"Sector 44, Gurgaon",4.1,178.0,"north indian,kebab,mughlai,biryani,desserts,beverages",1200.0,27.014810752622346,Sector 44,"north indian,chicken,chicken,biryani,desserts,cafe",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/6/20293756/b89a070343ddeaaacba6c07b40f95b62_featured_v2.jpg
Kwality Cafe & Bakery,"Sector 50, Gurgaon",4.1,134.0,"fast food,bakery,chinese,desserts,beverages",400.0,23.43928326549257,Sector 50,"fast food,bakery,chinese,desserts,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/19067240/e10272c8232abafb4dfb1f455d336dcc_featured_v2.jpg
Kashmirana - Flavours of the Valley,"South City 2, Gurgaon",4.0,167.0,"north indian,mughlai,beverages",950.0,25.84569596664017,South City 2,"north indian,chicken,cafe",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
Chai Garam,"Palam Vihar, Gurgaon",3.8,3.0,"tea,coffee,beverages,burger,sandwich,salad,chinese,wraps",300.0,3.376388603226826,Palam Vihar,"cafe,cafe,cafe,burger,sandwich,chinese,wraps",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Chamail Singh Da Dhaba,"Sector 39, Gurgaon",3.7,53.0,"north indian,chinese",500.0,14.003570973148245,Sector 39,"north indian,chinese",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/9/7999/00492f608bb87af02095220c46d36f9e_featured_v2.jpg
Betterhalf Pizza,"Golf Course Extension, Gurgaon",3.6,5.0,"pizza,pasta,italian,continental,shake,salad,beverages,sandwich",700.0,4.242640687119285,Golf Course Extension,"pizza,italian,italian,continental,cafe,cafe,sandwich",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/20756278/7c8f86372e9f97174867134e8677c898_featured_v2.jpg
B.Tech Chaap Wala,"Sector 17, Gurgaon",3.2,5.0,"north indian,rolls,chinese,momos",250.0,4.0,Sector 17,"north indian,wraps,chinese,momos",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
Pita Pit,"Golf Course Extension, Gurgaon",3.9,47.0,"healthy food,salad,beverages",700.0,13.538833036861044,Golf Course Extension,cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/18254537/8b0b3f07b8707fac2c7836e496362bb4_featured_v2.jpg
Kathi Nation,"Sector 17, Gurgaon",3.8,16.0,"rolls,burger,fast food,shake,beverages",400.0,7.797435475847171,Sector 17,"wraps,burger,fast food,cafe,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/19437117/a2bb100778a60857f07887c6a778331e_featured_v2.jpg
Simply Sushi,"Ambience Mall, DLF Phase 3, Gurgaon",3.6,5.0,"japanese,sushi,rolls,beverages",3000.0,4.242640687119285,DLF Phase Phase,"japanese,japanese,wraps,cafe",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/5/19320335/1d403dab649727f31cb5069670546642_featured_v2.jpg
EBISU Fine Japanese Cuisine,"Sector 54, Gurgaon",4.6,425.0,"japanese,sushi,seafood,salad,desserts",2000.0,44.21538193886828,Sector 54,"japanese,japanese,seafood,desserts",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/7/20681617/9be2e883ea95549a66edcb4a3d677f5a_featured_v2.jpg
On Kourse Organically Yours,"Karma Lakelands, Gurgaon",4.4,113.0,"asian,north indian,european,healthy food,desserts,beverages",1800.0,22.297981971469977,Karma Lakelands,"asian,north indian,continental,desserts,cafe",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/19043958/7f7e676f632cc1a84ae27eea1cd81efa_featured_v2.jpg
Lamhe - The Rooftop Cafe,"Golf Course Road, Gurgaon",3.4,10.0,"mediterranean,north indian,italian,pasta,asian,mexican,beverages",1400.0,5.830951894845301,Golf Course Road,"european,north indian,italian,italian,asian,mexican,cafe",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
The Nam's Restaurant,"Sohna Road, Gurgaon",3.6,15.0,"burger,pizza,sandwich,beverages",500.0,7.3484692283495345,Sohna Road,"burger,pizza,sandwich,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/0/20520750/70f79f0a26c01fbb7fa684e093321724_featured_v2.jpg
SugarLicious,"Rodeo Drive, Sector 49, Gurgaon",4.2,524.0,"bakery,sandwich,pasta,salad,shake,desserts,beverages",600.0,46.91268485175412,Sector 49,"bakery,sandwich,italian,cafe,desserts,cafe",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18575144/b47707534b6f00a0d70481f99d2f56e7_featured_v2.jpg
BTW,"Sector 50, Gurgaon",3.4,407.0,"north indian,south indian,chinese",400.0,37.19946236170625,Sector 50,"north indian,south indian,chinese",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/4/18671714/ddb7786171eab5fb146927cfcbbf6470_featured_v2.jpg
Burger Point,"Sector 83, Gurgaon",3.8,34.0,"fast food,burger,beverages",300.0,11.366617790706258,Sector 83,"fast food,burger,cafe",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://b.zmtcdn.com/data/pictures/8/7528/efe9ac1e3a18380f93fa2f3265ce086f_featured_v2.jpg
